SAMPID,region,sex
GTEX-P44H-0011-R11A-SM-2XCER,Cerebellar Hemi.,Male
GTEX-P44H-0011-R11A-SM-2XV6S,Cerebellar Hemi.,Male
GTEX-P44H-0011-R1A-SM-2XV5Z,Hippocampus,Male
GTEX-P44H-0011-R1A-SM-3NM8J,Hippocampus,Male
GTEX-P44H-0011-R3A-SM-2XCEQ,Ant. Cing. Ctx,Male
GTEX-P44H-0011-R3A-SM-2XV6J,Ant. Cing. Ctx,Male
GTEX-P44H-0011-R3A-SM-5SI8A,Ant. Cing. Ctx,Male
GTEX-P44H-0011-R3A-SM-D3L8E,Ant. Cing. Ctx,Male
GTEX-P44H-0011-R4A-SM-2XCEW,Amygdala,Male
GTEX-P44H-0011-R4A-SM-2XV64,Amygdala,Male
GTEX-P44H-0011-R5A-SM-2XCEX,Caudate,Male
GTEX-P44H-0011-R5A-SM-2XV6B,Caudate,Male
GTEX-P44H-0011-R6A-SM-2XCF3,Nucleus Accumbens,Male
GTEX-P44H-0011-R6A-SM-2XV5S,Nucleus Accumbens,Male
GTEX-P44H-0011-R8A-SM-2XCEL,Hypothalamus,Male
GTEX-P44H-0011-R8A-SM-2XV5U,Hypothalamus,Male
GTEX-P44H-2426-SM-2XCEJ,Cerebellum,Male
GTEX-P44H-2426-SM-2XV73,Cerebellum,Male
GTEX-PVOW-0011-R10A-SM-EXOHB,Frontal Cortex,Male
GTEX-PVOW-0011-R10a-SM-AHZMA,Frontal Cortex,Male
GTEX-PVOW-0011-R1A-SM-2XV5W,Hippocampus,Male
GTEX-PVOW-0011-R1A-SM-32PL6,Hippocampus,Male
GTEX-PVOW-0011-R3A-SM-2XV66,Ant. Cing. Ctx,Male
GTEX-PVOW-0011-R3A-SM-32PKX,Ant. Cing. Ctx,Male
GTEX-PVOW-0011-R5A-SM-2XV6T,Caudate,Male
GTEX-PVOW-0011-R5A-SM-32PL7,Caudate,Male
GTEX-PVOW-2526-SM-2XCF7,Cortex,Male
GTEX-PVOW-2526-SM-2XV6F,Cortex,Male
GTEX-PVOW-2526-SM-CYKP7,Cortex,Male
GTEX-PVOW-2626-SM-2XV6W,Cerebellum,Male
GTEX-PVOW-2626-SM-32PL8,Cerebellum,Male
GTEX-PWO3-0011-R10a-SM-AHZ7S,Frontal Cortex,Female
GTEX-PWO3-0011-R1A-SM-2I5EW,Hippocampus,Female
GTEX-PWO3-0011-R1A-SM-2IZIW,Hippocampus,Female
GTEX-PWO3-0011-R2A-SM-2IZJO,Substantia Nigra,Female
GTEX-PWO3-0011-R2A-SM-2S1OX,Substantia Nigra,Female
GTEX-PWO3-0011-R3A-SM-2I5EX,Ant. Cing. Ctx,Female
GTEX-PWO3-0011-R3A-SM-2IZIX,Ant. Cing. Ctx,Female
GTEX-PWO3-0011-R5A-SM-2I5EZ,Caudate,Female
GTEX-PWO3-0011-R5A-SM-2IZIZ,Caudate,Female
GTEX-PWO3-0011-R6A-SM-2I5F3,Nucleus Accumbens,Female
GTEX-PWO3-0011-R6A-SM-2IZJ2,Nucleus Accumbens,Female
GTEX-PWO3-0011-R8A-SM-2I5GD,Hypothalamus,Female
GTEX-PWO3-0011-R8A-SM-2M49F,Hypothalamus,Female
GTEX-PWO3-0011-R9A-SM-EVR2V,Spinal Cord,Female
GTEX-PWO3-0926-SM-2I5EY,Cortex,Female
GTEX-PWO3-0926-SM-2IZIY,Cortex,Female
GTEX-PWO3-1026-SM-2I5F2,Cerebellum,Female
GTEX-PWO3-1026-SM-2IZJ1,Cerebellum,Female
GTEX-Q2AG-0011-R10A-SM-2HMLA,Frontal Cortex,Female
GTEX-Q2AG-0011-R10A-SM-2IZK9,Frontal Cortex,Female
GTEX-Q2AG-0011-R11A-SM-2HMKZ,Cerebellar Hemi.,Female
GTEX-Q2AG-0011-R11A-SM-2IZK6,Cerebellar Hemi.,Female
GTEX-Q2AG-0011-R1A-SM-2HMJI,Hippocampus,Female
GTEX-Q2AG-0011-R1A-SM-2IZJV,Hippocampus,Female
GTEX-Q2AG-0011-R2A-SM-2HMIT,Substantia Nigra,Female
GTEX-Q2AG-0011-R2A-SM-2IZKB,Substantia Nigra,Female
GTEX-Q2AG-0011-R3A-SM-2HMJ9,Ant. Cing. Ctx,Female
GTEX-Q2AG-0011-R3A-SM-2IZJT,Ant. Cing. Ctx,Female
GTEX-Q2AG-0011-R4A-SM-2HMKA,Amygdala,Female
GTEX-Q2AG-0011-R4A-SM-2IZK4,Amygdala,Female
GTEX-Q2AG-0011-R5A-SM-2HMJH,Caudate,Female
GTEX-Q2AG-0011-R5A-SM-2IZJU,Caudate,Female
GTEX-Q2AG-0011-R6A-SM-2HML7,Nucleus Accumbens,Female
GTEX-Q2AG-0011-R6A-SM-2IZK8,Nucleus Accumbens,Female
GTEX-Q2AG-0011-R7A-SM-2HMJP,Putamen,Female
GTEX-Q2AG-0011-R7A-SM-2IZKA,Putamen,Female
GTEX-Q2AG-0011-R8A-SM-2HMK5,Hypothalamus,Female
GTEX-Q2AG-0011-R8A-SM-2IZK3,Hypothalamus,Female
GTEX-Q2AG-0011-R9A-SM-2HMJ6,Spinal Cord,Female
GTEX-Q2AG-0011-R9A-SM-2IZJS,Spinal Cord,Female
GTEX-Q2AG-2826-SM-2HMJQ,Cerebellum,Female
GTEX-Q2AG-2826-SM-2IZJY,Cerebellum,Female
GTEX-Q2AG-2926-SM-2HMJ3,Cortex,Female
GTEX-Q2AG-2926-SM-2IZJR,Cortex,Female
GTEX-QDT8-0011-R10A-SM-32PKG,Frontal Cortex,Female
GTEX-QDT8-0011-R11A-SM-32PKD,Cerebellar Hemi.,Female
GTEX-QDT8-0011-R1A-SM-32PKS,Hippocampus,Female
GTEX-QDT8-0011-R2A-SM-32PKQ,Substantia Nigra,Female
GTEX-QDT8-0011-R3A-SM-32PKR,Ant. Cing. Ctx,Female
GTEX-QDT8-0011-R4A-SM-32PKM,Amygdala,Female
GTEX-QDT8-0011-R5A-SM-32PKN,Caudate,Female
GTEX-QDT8-0011-R6A-SM-32PKI,Nucleus Accumbens,Female
GTEX-QDT8-0011-R7A-SM-32PKF,Putamen,Female
GTEX-QDT8-0011-R8A-SM-32PKE,Hypothalamus,Female
GTEX-QDT8-0011-R9A-SM-32PKH,Spinal Cord,Female
GTEX-QDT8-0011-R9A-SM-5SI8J,Spinal Cord,Female
GTEX-QDT8-0011-R9A-SM-CYPRD,Spinal Cord,Female
GTEX-QDT8-2926-SM-32PKC,Cortex,Female
GTEX-QDT8-3026-SM-32PKB,Cerebellum,Female
GTEX-QMR6-0011-R10A-SM-32PKO,Frontal Cortex,Male
GTEX-QMR6-0011-R10a-SM-AHZ7X,Frontal Cortex,Male
GTEX-QMR6-0011-R11A-SM-32PKK,Cerebellar Hemi.,Male
GTEX-QMR6-0011-R1A-SM-32PKW,Hippocampus,Male
GTEX-QMR6-0011-R2A-SM-32PKV,Substantia Nigra,Male
GTEX-QMR6-0011-R4A-SM-32PKU,Amygdala,Male
GTEX-QMR6-0011-R5A-SM-32PKT,Caudate,Male
GTEX-QMR6-0011-R6A-SM-32PKP,Nucleus Accumbens,Male
GTEX-QMR6-0011-R7A-SM-32PKL,Putamen,Male
GTEX-QMR6-0011-R8A-SM-32PKJ,Hypothalamus,Male
GTEX-QMR6-1326-SM-32PLB,Cerebellum,Male
GTEX-QMR6-1426-SM-32PLA,Cortex,Male
GTEX-QVJO-0011-R10A-SM-2S1QJ,Frontal Cortex,Female
GTEX-QVJO-0011-R10A-SM-2TO6Y,Frontal Cortex,Female
GTEX-QVJO-0011-R1A-SM-2S1QI,Hippocampus,Female
GTEX-QVJO-0011-R1A-SM-2TO64,Hippocampus,Female
GTEX-QVJO-0011-R2A-SM-2S1QK,Substantia Nigra,Female
GTEX-QVJO-0011-R2A-SM-2TO61,Substantia Nigra,Female
GTEX-QVJO-0011-R4A-SM-2S1QL,Amygdala,Female
GTEX-QVJO-0011-R4A-SM-2TO67,Amygdala,Female
GTEX-QVJO-0011-R5A-SM-2S1QM,Caudate,Female
GTEX-QVJO-0011-R5A-SM-2TO63,Caudate,Female
GTEX-QVJO-0011-R6A-SM-2S1QN,Nucleus Accumbens,Female
GTEX-QVJO-0011-R6A-SM-2TO5X,Nucleus Accumbens,Female
GTEX-QVJO-0011-R7A-SM-2S1QO,Putamen,Female
GTEX-QVJO-0011-R7A-SM-2TO6W,Putamen,Female
GTEX-QVJO-0011-R8A-SM-447C7,Hypothalamus,Female
GTEX-QVJO-0011-R9A-SM-2S1QH,Spinal Cord,Female
GTEX-QVJO-0011-R9A-SM-2TO5M,Spinal Cord,Female
GTEX-QVJO-1325-SM-2S1QX,Cerebellum,Female
GTEX-QVJO-1325-SM-2TO6N,Cerebellum,Female
GTEX-QVJO-1426-SM-2S1QY,Cortex,Female
GTEX-QVJO-1426-SM-2TO5V,Cortex,Female
GTEX-QVUS-0011-R10A-SM-2TWCC,Frontal Cortex,Female
GTEX-QVUS-0011-R10A-SM-3GIK3,Frontal Cortex,Female
GTEX-QVUS-0011-R1A-SM-2TWC2,Hippocampus,Female
GTEX-QVUS-0011-R1A-SM-3GAD2,Hippocampus,Female
GTEX-QVUS-0011-R3A-SM-2TWCR,Ant. Cing. Ctx,Female
GTEX-QVUS-0011-R3A-SM-3GAFD,Ant. Cing. Ctx,Female
GTEX-QVUS-0011-R4A-SM-2TWBU,Amygdala,Female
GTEX-QVUS-0011-R4A-SM-3GAE7,Amygdala,Female
GTEX-QVUS-0011-R6A-SM-2TWBT,Nucleus Accumbens,Female
GTEX-QVUS-0011-R6A-SM-3GACX,Nucleus Accumbens,Female
GTEX-QVUS-0011-R8A-SM-2TWCG,Hypothalamus,Female
GTEX-QVUS-0011-R8A-SM-3GAD7,Hypothalamus,Female
GTEX-QVUS-0011-R9A-SM-2TWAU,Spinal Cord,Female
GTEX-QVUS-0011-R9A-SM-3GIJA,Spinal Cord,Female
GTEX-QVUS-2826-SM-2TWCH,Cortex,Female
GTEX-QVUS-2826-SM-3GADB,Cortex,Female
GTEX-QVUS-2826-SM-CYKP8,Cortex,Female
GTEX-QVUS-2926-SM-2TWDD,Cerebellum,Female
GTEX-QVUS-2926-SM-3GIJB,Cerebellum,Female
GTEX-R55E-0011-R11A-SM-2TC6I,Cerebellar Hemi.,Male
GTEX-R55E-0011-R11A-SM-2TO6C,Cerebellar Hemi.,Male
GTEX-R55E-0011-R1A-SM-2TC6N,Hippocampus,Male
GTEX-R55E-0011-R1A-SM-2TO6L,Hippocampus,Male
GTEX-R55E-0011-R2A-SM-EYYV9,Substantia Nigra,Male
GTEX-R55E-0011-R4A-SM-2TC5H,Amygdala,Male
GTEX-R55E-0011-R4A-SM-2TO6H,Amygdala,Male
GTEX-R55E-0011-R5A-SM-2TC5N,Caudate,Male
GTEX-R55E-0011-R5A-SM-2TO4Q,Caudate,Male
GTEX-R55E-0011-R6A-SM-2TC5T,Nucleus Accumbens,Male
GTEX-R55E-0011-R6A-SM-2TO6K,Nucleus Accumbens,Male
GTEX-R55E-0011-R7A-SM-2TC5Z,Putamen,Male
GTEX-R55E-0011-R7A-SM-2TO6A,Putamen,Male
GTEX-R55E-0011-R8A-SM-2TC66,Hypothalamus,Male
GTEX-R55E-0011-R8A-SM-2TO6E,Hypothalamus,Male
GTEX-R55E-0011-R9A-SM-2TC6C,Spinal Cord,Male
GTEX-R55E-0011-R9A-SM-2TO6R,Spinal Cord,Male
GTEX-R55E-2526-SM-2TC6H,Cerebellum,Male
GTEX-R55E-2526-SM-2TO6F,Cerebellum,Male
GTEX-R55F-0011-R5A-SM-2TF5L,Caudate,Male
GTEX-R55F-0011-R5A-SM-2TWCL,Caudate,Male
GTEX-R55F-0011-R6A-SM-2TF4L,Nucleus Accumbens,Male
GTEX-R55F-0011-R6A-SM-2TWCP,Nucleus Accumbens,Male
GTEX-R55F-0011-R8A-SM-2TF4F,Hypothalamus,Male
GTEX-R55F-0011-R8A-SM-2TWCT,Hypothalamus,Male
GTEX-R55F-1226-SM-2TF59,Cerebellum,Male
GTEX-R55F-1226-SM-2TWB5,Cerebellum,Male
GTEX-R55F-1326-SM-2TF5F,Cortex,Male
GTEX-R55F-1326-SM-2TWBM,Cortex,Male
GTEX-R55F-1326-SM-5S2V4,Cortex,Male
GTEX-RNOR-0011-R1A-SM-2TF5D,Hippocampus,Female
GTEX-RNOR-0011-R1A-SM-2TWD5,Hippocampus,Female
GTEX-RNOR-0011-R1A-SM-5SI8F,Hippocampus,Female
GTEX-RNOR-0011-R1A-SM-CNNP5,Hippocampus,Female
GTEX-RNOR-0011-R3A-SM-2TF5J,Ant. Cing. Ctx,Female
GTEX-RNOR-0011-R3A-SM-2TWD1,Ant. Cing. Ctx,Female
GTEX-RNOR-0011-R3A-SM-5SI8E,Ant. Cing. Ctx,Female
GTEX-RNOR-0011-R4A-SM-2TWCS,Amygdala,Female
GTEX-RNOR-0011-R4A-SM-3GAD3,Amygdala,Female
GTEX-RNOR-0011-R5A-SM-2TF4J,Caudate,Female
GTEX-RNOR-0011-R5A-SM-2TWD3,Caudate,Female
GTEX-RNOR-0011-R6A-SM-2TWCF,Nucleus Accumbens,Female
GTEX-RNOR-0011-R7A-SM-2TF4V,Putamen,Female
GTEX-RNOR-0011-R7A-SM-2TWCV,Putamen,Female
GTEX-RNOR-0011-R8A-SM-EZ6MN,Hypothalamus,Female
GTEX-RNOR-0011-R9A-SM-2TF52,Spinal Cord,Female
GTEX-RNOR-0011-R9A-SM-2TWB8,Spinal Cord,Female
GTEX-RNOR-2226-SM-2TF5O,Cerebellum,Female
GTEX-RNOR-2226-SM-2TWDA,Cerebellum,Female
GTEX-RNOR-2326-SM-2TF4I,Cortex,Female
GTEX-RNOR-2326-SM-2TWC7,Cortex,Female
GTEX-RU72-0011-R10A-SM-2TF6D,Frontal Cortex,Female
GTEX-RU72-0011-R10A-SM-2TWD4,Frontal Cortex,Female
GTEX-RU72-0011-R11A-SM-2TF6J,Cerebellar Hemi.,Female
GTEX-RU72-0011-R11A-SM-2TWD7,Cerebellar Hemi.,Female
GTEX-RU72-0011-R11A-SM-5SI8G,Cerebellar Hemi.,Female
GTEX-RU72-0011-R11A-SM-CM2U1,Cerebellar Hemi.,Female
GTEX-RU72-0011-R1A-SM-2TWD2,Hippocampus,Female
GTEX-RU72-0011-R2A-SM-2TF6O,Substantia Nigra,Female
GTEX-RU72-0011-R2A-SM-2TWDC,Substantia Nigra,Female
GTEX-RU72-0011-R5A-SM-2TF6U,Caudate,Female
GTEX-RU72-0011-R5A-SM-2TWCN,Caudate,Female
GTEX-RU72-0011-R6A-SM-2TF71,Nucleus Accumbens,Female
GTEX-RU72-0011-R6A-SM-2TWCU,Nucleus Accumbens,Female
GTEX-RU72-0011-R7A-SM-2TF5U,Putamen,Female
GTEX-RU72-0011-R7A-SM-2TWD8,Putamen,Female
GTEX-RU72-0011-R8A-SM-2TF61,Hypothalamus,Female
GTEX-RU72-0011-R8A-SM-2TWCW,Hypothalamus,Female
GTEX-RU72-0011-R9A-SM-2TF67,Spinal Cord,Female
GTEX-RU72-0011-R9A-SM-2TWBL,Spinal Cord,Female
GTEX-RU72-2926-SM-2TF66,Cerebellum,Female
GTEX-RU72-2926-SM-2TWB3,Cerebellum,Female
GTEX-RU72-3026-SM-2TF6C,Cortex,Female
GTEX-RU72-3026-SM-2TWCD,Cortex,Female
GTEX-RU72-3026-SM-5SI7Y,Cortex,Female
GTEX-RU72-3026-SM-CYPRV,Cortex,Female
GTEX-RVPU-0011-R10A-SM-2XCAH,Frontal Cortex,Male
GTEX-RVPU-0011-R10A-SM-2XU9G,Frontal Cortex,Male
GTEX-RVPU-0011-R11A-SM-2XCAF,Cerebellar Hemi.,Male
GTEX-RVPU-0011-R11A-SM-2XU9W,Cerebellar Hemi.,Male
GTEX-RVPU-0011-R1A-SM-2XCAI,Hippocampus,Male
GTEX-RVPU-0011-R1A-SM-2XUA7,Hippocampus,Male
GTEX-RVPU-0011-R2A-SM-2XCAG,Substantia Nigra,Male
GTEX-RVPU-0011-R2A-SM-2XU9N,Substantia Nigra,Male
GTEX-RVPU-0011-R3A-SM-2XCAE,Ant. Cing. Ctx,Male
GTEX-RVPU-0011-R3A-SM-2XUA9,Ant. Cing. Ctx,Male
GTEX-RVPU-0011-R4A-SM-2TF6X,Amygdala,Male
GTEX-RVPU-0011-R4A-SM-2XU9Y,Amygdala,Male
GTEX-RVPU-0011-R4A-SM-5SI8K,Amygdala,Male
GTEX-RVPU-0011-R5A-SM-2XCAD,Caudate,Male
GTEX-RVPU-0011-R5A-SM-2XU9Z,Caudate,Male
GTEX-RVPU-0011-R6A-SM-2XCAC,Nucleus Accumbens,Male
GTEX-RVPU-0011-R6A-SM-2XU9I,Nucleus Accumbens,Male
GTEX-RVPU-0011-R7A-SM-2XCAB,Putamen,Male
GTEX-RVPU-0011-R7A-SM-2XU9D,Putamen,Male
GTEX-RVPU-0011-R8A-SM-2TF74,Hypothalamus,Male
GTEX-RVPU-0011-R8A-SM-2XU94,Hypothalamus,Male
GTEX-RVPU-0011-R8A-SM-5SI8I,Hypothalamus,Male
GTEX-RVPU-0011-R9A-SM-2XUAM,Spinal Cord,Male
GTEX-RVPU-0011-R9A-SM-3NM8E,Spinal Cord,Male
GTEX-RVPV-0011-R11A-SM-2TF6F,Cerebellar Hemi.,Male
GTEX-RVPV-0011-R11A-SM-2XU98,Cerebellar Hemi.,Male
GTEX-RVPV-0011-R3A-SM-2TF63,Ant. Cing. Ctx,Male
GTEX-RVPV-0011-R3A-SM-2XUAE,Ant. Cing. Ctx,Male
GTEX-RVPV-0011-R5A-SM-2TF69,Caudate,Male
GTEX-RVPV-0011-R5A-SM-2XUAC,Caudate,Male
GTEX-S7PM-0011-R5A-SM-3NM8G,Caudate,Male
GTEX-S7PM-0011-R6A-SM-3NM8F,Nucleus Accumbens,Male
GTEX-S7SE-0011-R10A-SM-2XCDF,Frontal Cortex,Male
GTEX-S7SE-0011-R10A-SM-2XV6P,Frontal Cortex,Male
GTEX-S7SE-0011-R10A-SM-CYKW9,Frontal Cortex,Male
GTEX-S7SE-0011-R10a-SM-AHZNW,Frontal Cortex,Male
GTEX-S7SE-0011-R11A-SM-2XCDD,Cerebellar Hemi.,Male
GTEX-S7SE-0011-R11A-SM-2XV71,Cerebellar Hemi.,Male
GTEX-S7SE-0011-R1A-SM-2XCDE,Hippocampus,Male
GTEX-S7SE-0011-R1A-SM-2XV6O,Hippocampus,Male
GTEX-S7SE-0011-R2A-SM-2XCDC,Substantia Nigra,Male
GTEX-S7SE-0011-R2A-SM-2XV69,Substantia Nigra,Male
GTEX-S7SE-0011-R4A-SM-2XCDB,Amygdala,Male
GTEX-S7SE-0011-R4A-SM-2XV6H,Amygdala,Male
GTEX-S7SE-0011-R5A-SM-2XCDA,Caudate,Male
GTEX-S7SE-0011-R5A-SM-2XV6C,Caudate,Male
GTEX-S7SE-0011-R6A-SM-2XCD9,Nucleus Accumbens,Male
GTEX-S7SE-0011-R6A-SM-2XV62,Nucleus Accumbens,Male
GTEX-S7SE-0011-R7A-SM-2XCDI,Putamen,Male
GTEX-S7SE-0011-R7A-SM-2XV6D,Putamen,Male
GTEX-S7SE-0011-R8A-SM-2XCDG,Hypothalamus,Male
GTEX-S7SE-0011-R8A-SM-2XV6X,Hypothalamus,Male
GTEX-S7SE-2526-SM-2XCDL,Cerebellum,Male
GTEX-S7SE-2526-SM-2XV6R,Cerebellum,Male
GTEX-T2IS-0011-R11A-SM-32QPC,Cerebellar Hemi.,Female
GTEX-T2IS-0011-R2A-SM-32QPF,Substantia Nigra,Female
GTEX-T2IS-0011-R3A-SM-32QPB,Ant. Cing. Ctx,Female
GTEX-T2IS-0011-R5A-SM-32QP4,Caudate,Female
GTEX-T2IS-0011-R6A-SM-32QP2,Nucleus Accumbens,Female
GTEX-T2IS-2926-SM-32QPO,Cerebellum,Female
GTEX-T2IS-3026-SM-32QPM,Cortex,Female
GTEX-T5JC-0011-R10A-SM-32PM2,Frontal Cortex,Male
GTEX-T5JC-0011-R10A-SM-5S2TK,Frontal Cortex,Male
GTEX-T5JC-0011-R11A-SM-32PMB,Cerebellar Hemi.,Male
GTEX-T5JC-0011-R11A-SM-5S2RX,Cerebellar Hemi.,Male
GTEX-T5JC-0011-R1A-SM-32PM6,Hippocampus,Male
GTEX-T5JC-0011-R2A-SM-32PLZ,Substantia Nigra,Male
GTEX-T5JC-0011-R4A-SM-32PLT,Amygdala,Male
GTEX-T5JC-0011-R5A-SM-32PLK,Caudate,Male
GTEX-T5JC-0011-R6A-SM-32PMI,Nucleus Accumbens,Male
GTEX-T5JC-0011-R6A-SM-5SI89,Nucleus Accumbens,Male
GTEX-T5JC-0011-R6A-SM-D3L87,Nucleus Accumbens,Male
GTEX-T5JC-0011-R7A-SM-32PME,Putamen,Male
GTEX-T5JC-0011-R8A-SM-32PLM,Hypothalamus,Male
GTEX-T5JC-0011-R9A-SM-32PLV,Spinal Cord,Male
GTEX-T5JC-2326-SM-32PMR,Cerebellum,Male
GTEX-T5JC-2426-SM-3NMDB,Cortex,Male
GTEX-T6MN-0011-R10A-SM-32QP7,Frontal Cortex,Male
GTEX-T6MN-0011-R10A-SM-5S2SB,Frontal Cortex,Male
GTEX-T6MN-0011-R11A-SM-32QOX,Cerebellar Hemi.,Male
GTEX-T6MN-0011-R11A-SM-5S2TH,Cerebellar Hemi.,Male
GTEX-T6MN-0011-R1A-SM-32QOY,Hippocampus,Male
GTEX-T6MN-0011-R2A-SM-32QOW,Substantia Nigra,Male
GTEX-T6MN-0011-R4A-SM-32QPG,Amygdala,Male
GTEX-T6MN-0011-R5A-SM-32QPD,Caudate,Male
GTEX-T6MN-0011-R6A-SM-32QP8,Nucleus Accumbens,Male
GTEX-T6MN-0011-R7A-SM-32QP5,Putamen,Male
GTEX-T6MN-0011-R8A-SM-32QP3,Hypothalamus,Male
GTEX-T6MN-0011-R9A-SM-32QOZ,Spinal Cord,Male
GTEX-T6MN-2526-SM-32PMN,Cerebellum,Male
GTEX-T6MN-2626-SM-32PMQ,Cortex,Male
GTEX-TSE9-0011-R10A-SM-3DB7O,Frontal Cortex,Female
GTEX-TSE9-0011-R11A-SM-3DB7N,Cerebellar Hemi.,Female
GTEX-TSE9-0011-R1A-SM-3DB7E,Hippocampus,Female
GTEX-TSE9-0011-R4A-SM-3DB7H,Amygdala,Female
GTEX-TSE9-0011-R5A-SM-3DB7J,Caudate,Female
GTEX-TSE9-0011-R6A-SM-3DB7L,Nucleus Accumbens,Female
GTEX-TSE9-0011-R7A-SM-3DB7P,Putamen,Female
GTEX-TSE9-0011-R8A-SM-3DB7R,Hypothalamus,Female
GTEX-TSE9-0011-R9A-SM-3DB7Q,Spinal Cord,Female
GTEX-TSE9-2926-SM-3DB77,Cerebellum,Female
GTEX-TSE9-3026-SM-3DB76,Cortex,Female
GTEX-UTHO-0011-R10A-SM-3GIJQ,Frontal Cortex,Male
GTEX-UTHO-0011-R10a-SM-AHZNR,Frontal Cortex,Male
GTEX-UTHO-0011-R11A-SM-3GIJE,Cerebellar Hemi.,Male
GTEX-UTHO-0011-R1A-SM-3GIJO,Hippocampus,Male
GTEX-UTHO-0011-R2A-SM-3GIKC,Substantia Nigra,Male
GTEX-UTHO-0011-R3A-SM-3GIK8,Ant. Cing. Ctx,Male
GTEX-UTHO-0011-R4A-SM-3GIJP,Amygdala,Male
GTEX-UTHO-0011-R5A-SM-3GIJD,Caudate,Male
GTEX-UTHO-0011-R6A-SM-3GIJW,Nucleus Accumbens,Male
GTEX-UTHO-2926-SM-3P5Z9,Cerebellum,Male
GTEX-UTHO-3026-SM-3GAFB,Cortex,Male
GTEX-UTHO-3026-SM-CYKVK,Cortex,Male
GTEX-WHSE-0011-R10A-SM-EYYVG,Frontal Cortex,Male
GTEX-WHSE-0011-R10a-SM-AHZO3,Frontal Cortex,Male
GTEX-WHSE-0011-R11A-SM-3P5YY,Cerebellar Hemi.,Male
GTEX-WHSE-0011-R1A-SM-3P5ZK,Hippocampus,Male
GTEX-WHSE-0011-R2A-SM-3P5ZL,Substantia Nigra,Male
GTEX-WHSE-0011-R3A-SM-3P5ZM,Ant. Cing. Ctx,Male
GTEX-WHSE-0011-R4A-SM-3P5ZN,Amygdala,Male
GTEX-WHSE-0011-R5A-SM-3P5ZO,Caudate,Male
GTEX-WHSE-0011-R6A-SM-3P5ZP,Nucleus Accumbens,Male
GTEX-WHSE-0011-R7A-SM-3P5YZ,Putamen,Male
GTEX-WHSE-0011-R8A-SM-3P5Z1,Hypothalamus,Male
GTEX-WHSE-2926-SM-3NMBG,Cerebellum,Male
GTEX-WHSE-3026-SM-3P5ZH,Cortex,Male
GTEX-WHSE-3026-SM-CYKVL,Cortex,Male
GTEX-WL46-0011-R10A-SM-3MJFQ,Frontal Cortex,Male
GTEX-WL46-0011-R11A-SM-3MJFT,Cerebellar Hemi.,Male
GTEX-WL46-0011-R1A-SM-3LK6M,Hippocampus,Male
GTEX-WL46-0011-R2A-SM-3LK6O,Substantia Nigra,Male
GTEX-WL46-0011-R3A-SM-3TW8E,Ant. Cing. Ctx,Male
GTEX-WL46-0011-R5A-SM-3LK6V,Caudate,Male
GTEX-WL46-0011-R6A-SM-3LK6X,Nucleus Accumbens,Male
GTEX-WL46-0011-R7A-SM-3LK7X,Putamen,Male
GTEX-WL46-0011-R9A-SM-3MJFP,Spinal Cord,Male
GTEX-WL46-2826-SM-3LK81,Cerebellum,Male
GTEX-WL46-2926-SM-3LK82,Cortex,Male
GTEX-WVLH-0011-R10A-SM-3MJFM,Frontal Cortex,Male
GTEX-WVLH-0011-R10A-SM-CYKW4-ELUATE,Frontal Cortex,Male
GTEX-WVLH-0011-R10A-SM-CYKW4-INPUT,Frontal Cortex,Male
GTEX-WVLH-0011-R10A-SM-CYKW4-SUP,Frontal Cortex,Male
GTEX-WVLH-0011-R10a-SM-AHZNZ,Frontal Cortex,Male
GTEX-WVLH-0011-R11A-SM-3MJFO,Cerebellar Hemi.,Male
GTEX-WVLH-0011-R1A-SM-4MVOK,Hippocampus,Male
GTEX-WVLH-0011-R2A-SM-3MJFJ,Substantia Nigra,Male
GTEX-WVLH-0011-R4A-SM-3MJFS,Amygdala,Male
GTEX-WVLH-0011-R5A-SM-3MJFW,Caudate,Male
GTEX-WVLH-0011-R6A-SM-3MJFZ,Nucleus Accumbens,Male
GTEX-WVLH-0011-R7A-SM-3MJFB,Putamen,Male
GTEX-WVLH-0011-R8A-SM-3MJFC,Hypothalamus,Male
GTEX-WVLH-2926-SM-3MJG5,Cerebellum,Male
GTEX-WVLH-3026-SM-3MJG9,Cortex,Male
GTEX-WWYW-0011-R10A-SM-3NB35,Frontal Cortex,Female
GTEX-WWYW-0011-R10A-SM-CYKW7-ELUATE,Frontal Cortex,Female
GTEX-WWYW-0011-R10A-SM-CYKW7-INPUT,Frontal Cortex,Female
GTEX-WWYW-0011-R10A-SM-CYKW7-SUP,Frontal Cortex,Female
GTEX-WWYW-0011-R10a-SM-AHZNT,Frontal Cortex,Female
GTEX-WWYW-0011-R11A-SM-3NB38,Cerebellar Hemi.,Female
GTEX-WWYW-0011-R1A-SM-3TW8G,Hippocampus,Female
GTEX-WWYW-0011-R5A-SM-3NB3E,Caudate,Female
GTEX-WWYW-0011-R6A-SM-3NB3G,Nucleus Accumbens,Female
GTEX-WWYW-0011-R7A-SM-3NB3H,Putamen,Female
GTEX-WWYW-0011-R8A-SM-3NB3S,Hypothalamus,Female
GTEX-WWYW-3026-SM-3NB36,Cerebellum,Female
GTEX-WWYW-3126-SM-3NB39,Cortex,Female
GTEX-WZTO-0011-R10B-SM-4E3KB,Frontal Cortex,Male
GTEX-WZTO-0011-R10B-SM-CYKUP,Frontal Cortex,Male
