gene,region,n_f,n_m,mean_md,ci_lo,ci_hi,ci_width,bimod,skewness,crosses_zero
AIF1,Substantia Nigra,38,101,0.023837568744850293,-0.5388956846139238,0.5697068409988882,1.108602525612812,0.34612583161009175,-0.06027560363993741,1
AIF1,Spinal Cord,57,102,0.19968420036912965,-0.1990009350495059,0.6074843101414963,0.8064852451910022,0.32951929736148955,0.05536182917127033,1
FKBP5,Hypothalamus,55,147,0.21694995469988396,-0.09680003142637895,0.526156533878597,0.6229565653049759,0.3336614052185702,-0.053669220952469,1
FKBP5,Amygdala,45,107,0.11010168303163996,-0.23913669652164615,0.45969776392511125,0.6988344604467573,0.33024495240608104,-0.015989296924044823,1
FKBP5,Hippocampus,54,143,0.19660583138603574,-0.1401483425068535,0.5240868902711567,0.6642352327780102,0.35866415654275785,-0.07281267712882099,1
FKBP5,Ant. Cing. Ctx,48,128,0.13438838419737445,-0.2229292366563473,0.5095710569838124,0.7325002936401598,0.3461468654571234,0.029452111867776402,1
FKBP5,Frontal Cortex,56,153,0.23167920169751774,-0.08020352469254187,0.5476604693210861,0.627863994013628,0.327354130480972,0.07992601055389037,1
FKBP5,Cortex,74,181,0.3508836040663607,0.08795679041222533,0.6194754144476747,0.5315186240354494,0.33361684607106173,0.0052265196144979644,0
FKBP5,Caudate,63,183,0.1308427879743296,-0.16280110292705202,0.4281760397171284,0.5909771426441804,0.30949743867064233,-0.11533382781440366,1
FKBP5,Putamen,49,156,0.27509810951895813,-0.05840497229499733,0.6139585630990301,0.6723635353940274,0.3298124438281094,-0.00977821064901625,1
FKBP5,Nucleus Accumbens,64,182,0.20156134331669115,-0.08307641945085063,0.4793643046544013,0.5624407241052519,0.3295427117472443,-0.059049070862874926,1
FKBP5,Cerebellum,67,174,0.18677040963393768,-0.03513263069157473,0.41434527156720885,0.4494779022587836,0.35120130641656583,0.0924213001294234,1
FKBP5,Cerebellar Hemi.,58,157,0.10661005914410358,-0.15045220259239914,0.3699009027877749,0.520353105380174,0.3518061481728126,0.06336544451068707,1
FKBP5,Substantia Nigra,38,101,-0.10505456140985352,-0.5072808514935261,0.3074821564497988,0.8147630079433249,0.3216201593265271,0.07220111486085533,1
FKBP5,Spinal Cord,57,102,0.11646736125265263,-0.2844079885690637,0.5094989422391958,0.7939069308082595,0.32954930435468277,0.05856675897431335,1
HTR1B,Hypothalamus,55,147,-0.15441822831337698,-0.334961740058483,0.025238353717285538,0.36020009377576856,0.32265485878592143,0.011335198449642172,1
HTR1B,Amygdala,45,107,0.1535956757937776,-0.005674154081923829,0.3334290476240541,0.33910320170597796,0.3380692745726619,0.21443758995231513,1
HTR1B,Hippocampus,54,143,-0.008860313493238963,-0.12629879295272795,0.10995001161525127,0.2362488045679792,0.33292243909744756,0.0690138692281022,1
HTR1B,Ant. Cing. Ctx,48,128,-0.03517720425633891,-0.21717720326350257,0.15763952318117996,0.37481672644468256,0.298263570823224,0.06757174805376683,1
HTR1B,Frontal Cortex,56,153,-0.04269135807071007,-0.25705660599996344,0.16453717499290965,0.4215937809928731,0.35130521449655155,-0.025599349094392057,1
HTR1B,Cortex,74,181,-0.0012854134718206294,-0.1312847439597078,0.12447842807748233,0.2557631720371901,0.3440834401901785,0.018587283283139265,1
HTR1B,Caudate,63,183,0.03829844303135069,-0.16722137193095207,0.253574304915155,0.4207956768461071,0.33642314308817733,0.14329006278290332,1
HTR1B,Putamen,49,156,0.07603122424968047,-0.16328520979588884,0.3160714914194863,0.47935670121537516,0.323690085931871,0.017794561190005206,1
HTR1B,Nucleus Accumbens,64,182,-0.053530481187100305,-0.36711547262410404,0.2525283778065014,0.6196438504306054,0.34846728144616523,-0.056245417480620515,1
HTR1B,Cerebellum,67,174,0.06607921039909533,-0.019107928444884244,0.15573519499530514,0.17484312344018937,0.30538536348058054,0.15422413963036005,1
HTR1B,Cerebellar Hemi.,58,157,0.07709620572396335,-0.00814263262975606,0.17983089764089635,0.18797353027065242,0.3660330859180838,0.3893703274361575,1
HTR1B,Substantia Nigra,38,101,-0.016714180585178404,-0.152495846685852,0.12092707774878522,0.2734229244346372,0.32187129889207755,-0.04026380267400768,1
HTR1B,Spinal Cord,57,102,-0.0764542108758575,-0.18783171192503328,0.04110972749766702,0.2289414394227003,0.3289119691189532,0.15723395175412325,1
CNR1,Hypothalamus,55,147,-0.12361283463469454,-0.494242811111554,0.25163392619299907,0.7458767373045531,0.32735050825981654,0.040365031552421694,1
CNR1,Amygdala,45,107,0.1719785352078764,-0.3344408389798818,0.65285767597959,0.9872985149594717,0.3495600698286255,-0.08568259273463016,1
CNR1,Hippocampus,54,143,-0.23399895960358708,-0.677040798750707,0.20616322816706975,0.8832040269177768,0.3255427749297125,-0.04968856853078908,1
CNR1,Ant. Cing. Ctx,48,128,-0.038576549563070134,-0.4448066583827295,0.33374406878783924,0.7785507271705687,0.3430388181197637,-0.15422685443059547,1
CNR1,Frontal Cortex,56,153,-0.1509019663027298,-0.5196807645275988,0.1997248173533886,0.7194055818809875,0.35841650677367765,-0.11793613503615338,1
CNR1,Cortex,74,181,-0.1081851169468421,-0.3733516557792809,0.14843537449702943,0.5217870302763103,0.3334463560718088,-0.06983145010812519,1
CNR1,Caudate,63,183,-0.1614269487453578,-0.6221065095168073,0.29630245987243026,0.9184089693892377,0.33239587072842564,-0.014009956842832464,1
CNR1,Putamen,49,156,-0.24045169715436618,-0.7630941788459765,0.28491527036537106,1.0480094492113476,0.3226583645275176,0.022952742381049118,1
CNR1,Nucleus Accumbens,64,182,-0.09117930180711824,-0.45857716916510916,0.259615947957557,0.7181931171226661,0.34719430922163225,-0.04905909947009506,1
CNR1,Cerebellum,67,174,-0.058968437675599956,-0.22175073216983773,0.10898509030658611,0.33073582247642386,0.33183276934002814,0.01934405214141083,1
CNR1,Cerebellar Hemi.,58,157,-0.15671191175982577,-0.4349365382388935,0.11402028915726875,0.5489568273961623,0.3532200835325862,-0.0037224108377031224,1
CNR1,Substantia Nigra,38,101,-0.13160812125334367,-0.39034500773931313,0.13789291295124778,0.528237920690561,0.33475551392956837,0.08415033557284167,1
CNR1,Spinal Cord,57,102,0.020577967582520316,-0.2519462853901862,0.2973397336066972,0.5492860189968833,0.3350445735280772,0.010411696343646186,1
GRM1,Hypothalamus,55,147,-0.04939050877261181,-0.30776817217747554,0.2249978222789668,0.5327659944564423,0.3398017061971411,0.004316316646196899,1
GRM1,Amygdala,45,107,0.15893203830990504,-0.11278556881637035,0.43170788119992937,0.5444934500162997,0.33420767134725027,-0.019352847068570146,1
GRM1,Hippocampus,54,143,-0.06943146474090012,-0.37617950269009587,0.23840986791317176,0.6145893706032677,0.3426897397786908,0.0038839523295267557,1
GRM1,Ant. Cing. Ctx,48,128,-0.046007523511631704,-0.3595982079341103,0.26980322446032745,0.6294014323944377,0.3523366155372571,0.019962212135046103,1
GRM1,Frontal Cortex,56,153,-0.1636544783801458,-0.4570248422083357,0.13889519493831012,0.5959200371466459,0.34867549521358365,0.031825692734353594,1
GRM1,Cortex,74,181,-0.11866285007588973,-0.2990798915730207,0.05639316838164177,0.35547305995466244,0.3337448699409967,-0.023925501337267313,1
GRM1,Caudate,63,183,-0.028282889716552715,-0.2683237524382618,0.21635653412808611,0.4846802865663479,0.33996489385247713,0.04619020826397197,1
GRM1,Putamen,49,156,-0.03700333424802892,-0.2793610199186684,0.21571363527403276,0.49507465519270116,0.3369721852618623,0.07999049137869568,1
GRM1,Nucleus Accumbens,64,182,-0.051135169010915166,-0.2627918547123974,0.16166210626105862,0.424453960973456,0.3328786241768962,0.03454924470747542,1
GRM1,Cerebellum,67,174,-0.01451478580389101,-0.14769701154622744,0.11889214799971416,0.2665891595459416,0.34052684977487213,-0.024859613719171524,1
GRM1,Cerebellar Hemi.,58,157,-0.21669879158210417,-0.470306710267362,0.04921005599625707,0.5195167662636191,0.3255579329277275,-0.04321656770232446,1
GRM1,Substantia Nigra,38,101,-0.0878451228569713,-0.4431384584130396,0.29924870743712206,0.7423871658501617,0.326234315938044,0.14635137107758509,1
GRM1,Spinal Cord,57,102,0.07807816975882921,-0.16685729362053578,0.34355562141749274,0.5104129150380285,0.32527916869357865,0.10977390725013308,1
ESR1,Hypothalamus,55,147,-0.2061015889433045,-0.4004377999888378,-0.0019625394756614253,0.39847526051317633,0.3432636383934093,0.09835404910864179,0
ESR1,Amygdala,45,107,0.057784956130860425,-0.02313313212348485,0.15489275385864604,0.1780258859821309,0.36735994071363137,0.40340371548811094,1
ESR1,Hippocampus,54,143,0.025759372763112687,-0.02699224847213481,0.08534908306619246,0.11234133153832727,0.3364781449245181,0.2571047977642626,1
ESR1,Ant. Cing. Ctx,48,128,0.03876508362021729,-0.011841669131905607,0.10135937936675228,0.11320104849865789,0.3635588590153871,0.4968125999379094,1
ESR1,Frontal Cortex,56,153,0.023852164049808864,-0.020799474481726945,0.07507187141561147,0.09587134589733842,0.34186796799558594,0.24997491654746487,1
ESR1,Cortex,74,181,-0.021195908118562045,-0.06051318990418542,0.019574416106103183,0.08008760601028861,0.321515520890416,0.12123930561266325,1
ESR1,Caudate,63,183,-0.00555843849813928,-0.04714250892848377,0.0402277345865193,0.08737024351500307,0.34280188148750135,0.122571241570807,1
ESR1,Putamen,49,156,0.03593681122614649,-0.004080280837516789,0.08262788026258683,0.08670816110010361,0.34428754752128504,0.2789343762420414,1
ESR1,Nucleus Accumbens,64,182,0.07437630324877016,-0.015711656306381782,0.19231281065625472,0.2080244669626365,0.372615009628163,0.4856976658365979,1
ESR1,Cerebellum,67,174,-0.018029263526283763,-0.1153347534198694,0.07629940558158499,0.1916341590014544,0.3397077894061626,0.006153875716487889,1
ESR1,Cerebellar Hemi.,58,157,-0.007998317626157544,-0.13641816756987032,0.12212426929265535,0.25854243686252565,0.35108860981673695,0.05084252060062842,1
ESR1,Substantia Nigra,38,101,0.010575526970095778,-0.03373492411495558,0.058240079353587854,0.09197500346854343,0.3438508932707055,0.2651884372894755,1
ESR1,Spinal Cord,57,102,0.020642383202094158,-0.03583080422990544,0.07948202486240345,0.11531282909230889,0.3392959398218184,0.044341111269379715,1
VIP,Hypothalamus,55,147,-0.3575549957293396,-0.7965158300452845,0.10690764998679107,0.9034234800320755,0.351604920428335,0.06955730527796883,1
VIP,Amygdala,45,107,-0.003945052489767133,-0.3599328595703951,0.3550816093631025,0.7150144689334976,0.3422953959087927,-0.0629740001749107,1
VIP,Hippocampus,54,143,-0.25727082104552856,-0.6473921012522255,0.1551886514994971,0.8025807527517226,0.32499724301576555,0.15357992749937904,1
VIP,Ant. Cing. Ctx,48,128,-0.10102298153799051,-0.48080748921420824,0.2367089225455643,0.7175164117597725,0.34563696875487443,-0.11697033676238137,1
VIP,Frontal Cortex,56,153,-0.4253260700372089,-0.8073044505004069,-0.05690273234426103,0.7504017181561459,0.3209304841564447,-0.049866203975447616,0
VIP,Cortex,74,181,-0.1586220972145424,-0.45436683191744065,0.12417285904631717,0.5785396909637578,0.3235961833790496,-0.016418046702053143,1
VIP,Caudate,63,183,-0.07076073950357527,-0.275883362604391,0.16032783963889788,0.4362112022432889,0.34449032566772714,0.1880959076945707,1
VIP,Putamen,49,156,0.03657785113999074,-0.11729581029319641,0.19570559156809206,0.31300140186128844,0.3322896787973947,0.07716578345257301,1
VIP,Nucleus Accumbens,64,182,0.005757018182121715,-0.21550826393155298,0.24394433083920422,0.4594525947707572,0.3454531828856355,0.14525793147185484,1
VIP,Cerebellum,67,174,-0.08696042859218477,-0.3258345350734402,0.16381902633776765,0.48965356141120786,0.3429491528113111,0.05805177901985948,1
VIP,Cerebellar Hemi.,58,157,-0.29668901138818443,-0.6174071639848453,0.05738013851178592,0.6747873024966312,0.327583820171157,0.15114603235168678,1
VIP,Substantia Nigra,38,101,0.009465904379821172,-0.3696993992954758,0.43065778063132965,0.8003571799268054,0.32311253939273776,0.18114049788059272,1
VIP,Spinal Cord,57,102,0.07459177711822122,-0.07920091379944759,0.2330505356400407,0.3122514494394883,0.3560012687374662,0.044548282871582474,1
OPRM1,Hypothalamus,55,147,-0.030840447034177324,-0.09624955432405906,0.03716088443749013,0.13341043876154918,0.3256351404283159,0.07121300736761432,1
OPRM1,Amygdala,45,107,0.005610721044081558,-0.012829012498128359,0.02546424035004396,0.038293252848172324,0.30940603574635983,0.1088139287851519,1
OPRM1,Hippocampus,54,143,-0.0026018966367786457,-0.009811328928548186,0.004804183680528373,0.014615512609076559,0.3335856413650037,0.10722568680678754,1
OPRM1,Ant. Cing. Ctx,48,128,-0.0020626114437203675,-0.02554912403109463,0.021469506267075215,0.04701863029816984,0.32978590571309224,0.06744771018526284,1
OPRM1,Frontal Cortex,56,153,-0.0023548129889533814,-0.028674590565916536,0.024149393568643457,0.05282398413455999,0.3606407832126162,0.045185847969262394,1
OPRM1,Cortex,74,181,-0.01026213959719511,-0.037060088686733106,0.01286355578922709,0.0499236444759602,0.3198602286046099,-0.24014388871437517,1
OPRM1,Caudate,63,183,0.0030950550622228547,-0.02009046101329467,0.02772907462139662,0.047819535634691296,0.34916406653047205,0.08766653468764794,1
OPRM1,Putamen,49,156,0.005123436842594323,-0.016622200925656992,0.032277103450566426,0.04889930437622342,0.36430637236622787,0.37318542260795284,1
OPRM1,Nucleus Accumbens,64,182,-0.0004285198983299284,-0.05840149282144901,0.05953567035843587,0.11793716317988488,0.3336252803675093,0.06058387412418814,1
OPRM1,Cerebellum,67,174,0.03924985608694159,-0.0823246054337161,0.1672798402116593,0.24960444564537537,0.3357341387922519,0.06430049668214456,1
OPRM1,Cerebellar Hemi.,58,157,0.0008425487488426742,-0.12750721720511093,0.11934478333099258,0.2468520005361035,0.3184943054389108,-0.0455054442719917,1
OPRM1,Substantia Nigra,38,101,-0.011333730652383533,-0.02024892753971218,-0.003475348559744607,0.016773578979967573,0.35335304112602883,-0.23642584426804183,0
OPRM1,Spinal Cord,57,102,0.02080241150712115,-0.005823545083311098,0.050226450479901236,0.056049995563212336,0.3512899034057638,0.23750330298744926,1
ACTB,Hypothalamus,55,147,0.008711342141700914,-0.21460370908093934,0.2218850568360283,0.4364887659169676,0.34138941274775164,-0.08428284708375446,1
ACTB,Amygdala,45,107,0.1281218222473908,-0.15910380004616057,0.39400375101728585,0.5531075510634464,0.3584306375445913,-0.08387448403347474,1
ACTB,Hippocampus,54,143,-0.16880132839978715,-0.4513037595012901,0.12418464929916946,0.5754884088004596,0.35555117572496897,0.036960683067861384,1
ACTB,Ant. Cing. Ctx,48,128,0.0737848513949877,-0.1868955140850662,0.31970709622949944,0.5066026103145657,0.3278323520212967,-0.16072919396698535,1
ACTB,Frontal Cortex,56,153,0.01972364609530513,-0.1946249395147815,0.2203767850196815,0.415001724534463,0.35711644187536823,-0.04621284374697084,1
ACTB,Cortex,74,181,-0.007443510869964441,-0.15737736274680564,0.13563630109524114,0.29301366384204675,0.3409101887086271,-0.04781425603275077,1
ACTB,Caudate,63,183,-0.043099636026539205,-0.2780988686771392,0.18494543475866437,0.46304430343580355,0.3360999710616029,-0.01453392762761904,1
ACTB,Putamen,49,156,-0.05752163416675151,-0.3350183340747032,0.21146152755201364,0.5464798616267168,0.3340708213176793,-0.06074519154885026,1
ACTB,Nucleus Accumbens,64,182,-0.0576346424181664,-0.3297343175502971,0.18305347408278022,0.5127877916330773,0.3489847617453098,-0.18188325209882963,1
ACTB,Cerebellum,67,174,-0.028240357172104047,-0.13496041330857675,0.0770166533740322,0.21197706668260896,0.3166264737636781,-0.031029340402058788,1
ACTB,Cerebellar Hemi.,58,157,-0.20231083185761134,-0.35586129537130884,-0.055898025432816016,0.2999632699384928,0.33294641967455724,-0.1560919295209036,0
ACTB,Substantia Nigra,38,101,-0.048836720665715774,-0.3217282663685982,0.22216830400870308,0.5438965703773013,0.3684195041735353,0.021969867723426593,1
ACTB,Spinal Cord,57,102,-0.0863902755382959,-0.3258971672220672,0.1448827066552173,0.4707798738772845,0.336278883490322,-0.09918953133436222,1
IL6,Hypothalamus,55,147,0.28307233643535157,-0.11456482873578788,0.7062618485550196,0.8208266772908075,0.3124972482799044,0.25828326056514106,1
IL6,Amygdala,45,107,0.21246645075066234,-0.21237875016465685,0.6818985305088582,0.8942772806735151,0.3198707262064018,0.2940381182122597,1
IL6,Hippocampus,54,143,0.177101408973331,-0.1291250724083582,0.5074204054603709,0.6365454778687292,0.33458347202464594,0.11410574731279442,1
IL6,Ant. Cing. Ctx,48,128,-0.013505188700279287,-0.3325202787112085,0.3361557845908857,0.6686760633020942,0.33804922653205294,0.17019902955178953,1
IL6,Frontal Cortex,56,153,0.3484768331397793,-0.022854664049629783,0.7301949057734989,0.7530495698231287,0.30995018541334796,0.0783845585663483,1
IL6,Cortex,74,181,0.00048708819241047687,-0.3067146840798447,0.2987277413570562,0.6054424254369009,0.32214705458843007,-0.018323126821996195,1
IL6,Caudate,63,183,0.16194742919616104,-0.12064514457912123,0.46097052356385604,0.5816156681429773,0.3429785976485458,0.09512157930974847,1
IL6,Putamen,49,156,0.09874499677330434,-0.21854390244323443,0.4408406614516716,0.6593845638949061,0.3421855533325698,0.15836314237646817,1
IL6,Nucleus Accumbens,64,182,0.2249980262522088,-0.06170307572325176,0.532731074414089,0.5944341501373407,0.3466350489613583,0.11040482210525195,1
IL6,Cerebellum,67,174,0.18548817718866908,-0.06469313395277458,0.44781695056912724,0.5125100845219018,0.3223879231651664,0.08194732100023316,1
IL6,Cerebellar Hemi.,58,157,0.06965679017419876,-0.17783711692485932,0.3257700917515968,0.5036072086764561,0.3498936857167125,0.09985764268723733,1
IL6,Substantia Nigra,38,101,0.26053047141750313,-0.20942316872447234,0.7190616451637475,0.9284848138882198,0.3388406254577718,0.009732703007551798,1
IL6,Spinal Cord,57,102,0.05247110486017669,-0.33079278929883094,0.45057593153836484,0.7813687208371958,0.3391712814099746,0.05537692523904212,1
NPY,Hypothalamus,55,147,-0.6991908141645301,-1.3244621905714735,-0.04744811445259761,1.277014076118876,0.33872449858528014,0.14139786410962318,0
NPY,Amygdala,45,107,-0.2074731347242349,-0.6598692585056654,0.2534688867285722,0.9133381452342375,0.3485581020761568,-0.012752882086416128,1
NPY,Hippocampus,54,143,-0.4498131994943188,-0.8786773987164068,-0.007001625619453986,0.8716757730969529,0.3468309909313177,0.03149227305957436,0
NPY,Ant. Cing. Ctx,48,128,0.12579498776376669,-0.317371085867332,0.5472693286613312,0.8646404145286631,0.3291413804411011,-0.0033513044112912765,1
NPY,Frontal Cortex,56,153,0.028977552200309443,-0.346525699626438,0.39732061661315743,0.7438463162395954,0.339149927171199,-0.026110806744766048,1
NPY,Cortex,74,181,0.0006197643624006557,-0.24879298099876127,0.2390606432203393,0.48785362421910056,0.33549486735573264,-0.03956239361722364,1
NPY,Caudate,63,183,-0.1954967084361068,-0.6754050445677849,0.29478375332693435,0.9701887978947192,0.3434216101945479,0.017518268820746346,1
NPY,Putamen,49,156,-0.388189502462587,-1.0515740790436745,0.23334992385046738,1.284924002894142,0.3534237101154853,-0.057421499618991345,1
NPY,Nucleus Accumbens,64,182,-0.2780148853027339,-0.789585437568899,0.2432124590426175,1.0327978966115166,0.3437617938902525,-0.012432015650176136,1
NPY,Cerebellum,67,174,0.0782272418471914,-0.031813349202660816,0.19624383458130262,0.22805718378396345,0.3505120760247563,0.1047701144257332,1
NPY,Cerebellar Hemi.,58,157,0.13402753540334822,-0.04812318103493334,0.36746522374653673,0.4155884047814701,0.35573771288890754,0.5056097474745315,1
NPY,Substantia Nigra,38,101,-0.09915482375265211,-0.41254888931043987,0.23875008064228906,0.651298969952729,0.33277613358775543,0.14358711071986713,1
NPY,Spinal Cord,57,102,0.19579109690059698,-0.2454319925566717,0.6503402080935875,0.8957722006502592,0.3357638766117824,0.1293399535342493,1
CRHR2,Hypothalamus,55,147,-0.1579558585463976,-0.34808109319812996,0.02564627938667572,0.3737273725848057,0.32031285505788737,-0.02542775313592337,1
CRHR2,Amygdala,45,107,0.011173838040100642,-0.09526081543335456,0.12050717592392869,0.21576799135728325,0.31146347517233586,0.06546334521797627,1
CRHR2,Hippocampus,54,143,-0.036736534838179416,-0.2047498401012414,0.13464836932829485,0.33939820942953625,0.3191432006336633,0.007248521338524408,1
CRHR2,Ant. Cing. Ctx,48,128,-0.028791315735186257,-0.2215874492855994,0.17415154166779695,0.3957389909533964,0.3251083748751331,0.050728807703676396,1
CRHR2,Frontal Cortex,56,153,-0.06822903415687515,-0.3082047369953911,0.1599389373453832,0.4681436743407743,0.3404953599370441,-0.09693164685740455,1
CRHR2,Cortex,74,181,-0.032042166326824696,-0.20817728418039533,0.1302155670203063,0.3383928512007016,0.3446191597953371,-0.12260648400702272,1
CRHR2,Caudate,63,183,-0.043949475984364966,-0.20639991570936822,0.11983992791349576,0.32623984362286396,0.3300474545012257,0.05255421600291099,1
CRHR2,Putamen,49,156,-0.05758396097252474,-0.25074035903190683,0.13186608044191356,0.3826064394738204,0.3232299048600762,0.049863794797722724,1
CRHR2,Nucleus Accumbens,64,182,0.014626462330271477,-0.16469546127019277,0.2038796595265928,0.36857512079678556,0.3515531346952244,0.0946689648664697,1
CRHR2,Cerebellum,67,174,0.10053581639760956,0.03882013198330712,0.16509339474316334,0.12627326275985623,0.33658276724852715,0.10060608315107851,0
CRHR2,Cerebellar Hemi.,58,157,0.10201119736881387,0.022462446581568304,0.1944010053251048,0.17193855874353647,0.3484975036210368,0.269104248834902,0
CRHR2,Substantia Nigra,38,101,-0.05992802924965714,-0.18209117858928672,0.0699532244853277,0.2520444030746144,0.33194577718209467,0.09008465555221082,1
CRHR2,Spinal Cord,57,102,0.021616620651784484,-0.09841115156920001,0.1420265877937189,0.2404377393629189,0.35052293149930136,0.05523731176019327,1
DDC,Hypothalamus,55,147,-0.24239676478706007,-0.49590199635472254,0.022533157806093964,0.5184351541608165,0.3508868591948856,0.03902477000879293,1
DDC,Amygdala,45,107,-0.009905813244244872,-0.03849129676466612,0.01958620593836947,0.05807750270303559,0.3326963879318505,0.11698436112880971,1
DDC,Hippocampus,54,143,-0.0237934768671036,-0.07593097758535516,0.02748659625219969,0.10341757383755486,0.3324804219108829,-0.011841131339943241,1
DDC,Ant. Cing. Ctx,48,128,0.0030491402340036195,-0.03708116807414062,0.040593159699591916,0.07767432777373254,0.3135211952412031,-0.13803084019260303,1
DDC,Frontal Cortex,56,153,-0.006460755158826071,-0.036090240925026745,0.02702327216413045,0.06311351308915719,0.32682903584341355,0.1356143316501131,1
DDC,Cortex,74,181,0.0028548040580649216,-0.016583819254632266,0.022951545101803965,0.03953536435643623,0.31838031004616424,0.015293412798781006,1
DDC,Caudate,63,183,-0.10358091360550511,-0.25961878007306843,0.061147702779304716,0.32076648285237314,0.3528842708163422,0.08300332686580603,1
DDC,Putamen,49,156,-0.1758061399119076,-0.36606829304779753,0.019848414510550232,0.3859167075583478,0.3270962527809238,0.017536106439958742,1
DDC,Nucleus Accumbens,64,182,-0.11974815293802196,-0.3356091791628679,0.09114995230117422,0.42675913146404215,0.3503370956036843,-0.03644215631146496,1
DDC,Cerebellum,67,174,0.0029995987126521274,-0.029449966874657948,0.03502856520680557,0.06447853208146352,0.31783092073708724,0.016199208312096577,1
DDC,Cerebellar Hemi.,58,157,-0.025575908449492264,-0.05737813958694044,0.0074167558915813605,0.0647948954785218,0.31296002960993013,0.13985020079549015,1
DDC,Substantia Nigra,38,101,0.3560374015503653,-0.38428765010182303,1.1267421385890566,1.5110297886908797,0.33770799902479887,0.02904649597081824,1
DDC,Spinal Cord,57,102,-0.018636621458205497,-0.09032958017372154,0.04974999300163426,0.1400795731753558,0.29034751214411353,-0.010144573898344769,1
CHRM2,Hypothalamus,55,147,-0.15199300236119126,-0.3368042843815669,0.0401932830218124,0.3769975674033793,0.32203514206176187,-0.007156432568219263,1
CHRM2,Amygdala,45,107,0.01844536425513829,-0.07760450207911429,0.11919253223383304,0.19679703431294732,0.33221324044281436,0.09105281247815464,1
CHRM2,Hippocampus,54,143,-0.019248488105892015,-0.11805326638348759,0.09148358368483767,0.20953685006832526,0.3373914273623104,0.27314374638968814,1
CHRM2,Ant. Cing. Ctx,48,128,0.03941400111635876,-0.11844720851245716,0.200826249113681,0.3192734576261381,0.3348173241244048,0.07445284934405541,1
CHRM2,Frontal Cortex,56,153,-0.004851427298928456,-0.1383242487191912,0.14130587771849965,0.2796301264376908,0.33671747356608756,0.1496102905666613,1
CHRM2,Cortex,74,181,-0.05284294453032982,-0.12243968473131274,0.011574543956584379,0.1340142286878971,0.3594320870229628,-0.057726114758775815,1
CHRM2,Caudate,63,183,0.010428581251193603,-0.09390630439006571,0.11797481716906978,0.2118811215591355,0.33576474655965566,0.014449732499855795,1
CHRM2,Putamen,49,156,-0.0036093134476601393,-0.1358278424343549,0.13339456826878934,0.26922241070314423,0.3550115697353224,0.023094406349017445,1
CHRM2,Nucleus Accumbens,64,182,-0.0285450296749392,-0.11649458260364935,0.06428163680666103,0.18077621941031038,0.3413024608916327,0.06388225156713999,1
CHRM2,Cerebellum,67,174,-0.04041394350517248,-0.07336406628587704,-0.0023730329659836535,0.07099103331989338,0.3380870731776114,0.17082922312937196,0
CHRM2,Cerebellar Hemi.,58,157,-0.054376431803155184,-0.10637391151606426,-0.001267179874075392,0.10510673164198887,0.3168536076525342,0.07161721137254388,0
CHRM2,Substantia Nigra,38,101,0.060987272549318766,-0.18472933698934677,0.3649791787034425,0.5497085156927892,0.3678257473116646,0.28355824546282776,1
CHRM2,Spinal Cord,57,102,-0.0007045522867839633,-0.17295810635804026,0.18417630766064697,0.35713441401868723,0.3191735802888719,0.19439250726107485,1
ADRA1A,Hypothalamus,55,147,-0.09961931552311469,-0.25054508754679194,0.04837498750448425,0.2989200750512762,0.3460017408475136,-0.015631308768046522,1
ADRA1A,Amygdala,45,107,0.02424660814889783,-0.10890353722397894,0.15090796914079221,0.2598115063647711,0.3440444017000055,-0.06421496857904924,1
ADRA1A,Hippocampus,54,143,-0.03236497828491281,-0.22799080574771366,0.1574632471930168,0.38545405294073043,0.33887371818737183,-0.022874507250035654,1
ADRA1A,Ant. Cing. Ctx,48,128,-0.07482130119702984,-0.1888931947530682,0.03776577912747619,0.2266589738805444,0.33953746552605046,-0.0453652895932425,1
ADRA1A,Frontal Cortex,56,153,-0.05451416408784681,-0.14284550214180022,0.039684301843542824,0.18252980398534305,0.3344053293115442,0.10450286481070627,1
ADRA1A,Cortex,74,181,0.015221696845232764,-0.05805059323969542,0.08901894336351852,0.14706953660321395,0.354083040530112,0.05368714241114395,1
ADRA1A,Caudate,63,183,-0.02932562858072189,-0.11350700817201957,0.05882394579767163,0.1723309539696912,0.3522804516013994,0.07773821874310584,1
ADRA1A,Putamen,49,156,-0.018973243046341664,-0.10355896646949071,0.06317711805206763,0.16673608452155836,0.33756787128196913,-0.03296585873904232,1
ADRA1A,Nucleus Accumbens,64,182,0.0057553102119767205,-0.0765039302483665,0.08973261216559611,0.16623654241396263,0.3240241168902894,0.07236374150618706,1
ADRA1A,Cerebellum,67,174,0.10902314165020763,-0.021430381842472524,0.24056668885671592,0.26199707069918843,0.30401383504744134,0.06818163879991997,1
ADRA1A,Cerebellar Hemi.,58,157,0.07530378046675741,-0.05893020506455019,0.21409127126381494,0.27302147632836515,0.33897187671840806,0.06037740298791468,1
ADRA1A,Substantia Nigra,38,101,-0.0039746466960705095,-0.10425601644368343,0.09798296902302352,0.20223898546670693,0.3385597797158972,0.05460036632480734,1
ADRA1A,Spinal Cord,57,102,-0.07458906582091315,-0.18757949106437447,0.03750142936021126,0.22508092042458572,0.33166463417297126,0.07048639449780425,1
CLU,Hypothalamus,55,147,0.00912302410577888,-0.27162734800199445,0.2894488320229426,0.5610761800249371,0.3468749133491038,-0.0284505190861398,1
